392,6,5,0,5,1900,2
399,26,28,3,31,1900,2
399,39,16,1,17,1900,2
402,21,10,0,10,1913,2
404,55,6,0,6,1900,2
405,16,20,0,20,1900,2
406,32,8,0,8,1920,2
407,18,44,2,46,1900,2
379,34,15,0,15,1920,2
387,153,24,0,24,1920,2
394,44,30,4,34,1910,2
400,21,10,0,10,2009,2
373,40,0,0,0,1920,2
373,40,0,0,0,1920,2
373,40,0,0,0,1920,2
373,40,0,0,0,1920,2
373,40,0,0,0,1920,2
373,46,0,0,0,1925,2
373,49,0,0,0,1920,2
373,49,0,0,0,1920,2
374,8,0,0,0,1900,2
375,30,0,0,0,1902,2
376,14,24,0,24,1928,2
376,14,0,0,0,1928,2
376,16,0,0,0,1928,2
376,16,0,0,0,1928,2
376,19,0,0,0,1910,2
377,54,0,0,0,1920,2
377,60,0,0,0,1900,2
379,15,0,0,0,1930,2
379,15,0,0,0,1930,2
389,21,0,0,0,1900,2
389,49,0,0,0,1910,2
389,50,0,0,0,1920,2
389,50,0,0,0,1920,2
390,55,0,0,0,1935,2
391,14,0,0,0,1910,2
391,14,0,0,0,1910,2
391,14,0,0,0,1910,2
391,48,0,0,0,1910,2
391,57,0,0,0,1900,2
393,39,0,0,0,1900,2
394,52,0,0,0,1937,2
394,52,0,0,0,1937,2
394,52,0,0,0,1937,2
394,52,0,0,0,1937,2
396,20,0,0,0,1920,2
396,20,0,0,0,1920,2
396,20,0,0,0,1920,2
396,20,0,0,0,1920,2
396,20,0,0,0,1920,2
396,20,0,0,0,1920,2
397,25,0,0,0,1915,2
397,25,0,0,0,1915,2
398,58,0,0,0,1950,2
398,58,0,0,0,1950,2
400,45,0,0,0,1937,2
400,45,0,0,0,1937,2
401,12,0,0,0,1900,2
401,12,0,0,0,1900,2
401,50,0,0,0,1900,2
401,57,0,0,0,1929,2
402,47,0,0,0,1900,2
404,10,0,0,0,1929,2
404,21,0,0,0,1920,2
404,26,0,0,0,1928,2
404,27,0,0,0,1900,2
404,57,0,0,0,1925,2
405,51,0,0,0,1910,2
406,50,0,0,0,1901,2
379,45,0,0,0,1920,2
386,36,0,0,0,1940,2
386,58,0,0,0,1900,2
385,1102,47,0,47,2005,2
394,1602,0,0,0,0,2
397,1301,132,0,132,1989,2
386,1002,1,0,1,0,2
398,1039,1,0,1,0,2
405,1211,1,0,1,0,2
373,1003,1,0,1,1920,2
373,1004,1,0,1,1920,2
373,1005,1,0,1,1920,2
373,1006,1,0,1,1920,2
373,1007,1,0,1,1920,2
373,1008,1,0,1,1920,2
373,1009,1,0,1,1920,2
373,1011,1,0,1,1920,2
375,1004,1,0,1,0,2
378,1001,1,0,1,2014,2
378,1002,1,0,1,2014,2
378,1003,1,0,1,2014,2
378,1004,1,0,1,2014,2
378,1005,1,0,1,2014,2
378,1006,1,0,1,2014,2
378,1007,1,0,1,2014,2
378,1008,1,0,1,2014,2
378,1009,1,0,1,2014,2
378,1010,1,0,1,2014,2
378,1011,1,0,1,2014,2
378,1012,1,0,1,2014,2
